id,section,section_title,source_line,problem,status,disposition,evidence
BH10,BH,MLOPS PROBLEMS,2641,Experiment cost monitoring.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/assurance/monitor.py; backend/app/models/registry.py
BH11,BH,MLOPS PROBLEMS,2643,Failed-experiment monitoring.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/assurance/monitor.py; backend/app/models/registry.py
BH12,BH,MLOPS PROBLEMS,2645,Model rollback.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/assurance/monitor.py; backend/app/models/registry.py
BH13,BH,MLOPS PROBLEMS,2647,Model version control.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/assurance/monitor.py; backend/app/models/registry.py
BH14,BH,MLOPS PROBLEMS,2649,Data version control.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/assurance/monitor.py; backend/app/models/registry.py
BI1,BI,LONG-TERM MONITORING PROBLEMS,2655,Structural aging.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BI2,BI,LONG-TERM MONITORING PROBLEMS,2657,Sensor aging.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BI3,BI,LONG-TERM MONITORING PROBLEMS,2659,Adhesive aging.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BI4,BI,LONG-TERM MONITORING PROBLEMS,2661,Baseline drift.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BI5,BI,LONG-TERM MONITORING PROBLEMS,2663,Environmental seasonality.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BI6,BI,LONG-TERM MONITORING PROBLEMS,2665,Changing operating loads.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BI7,BI,LONG-TERM MONITORING PROBLEMS,2667,Damage evolution.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BI8,BI,LONG-TERM MONITORING PROBLEMS,2669,Recalibration frequency.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BI9,BI,LONG-TERM MONITORING PROBLEMS,2671,Model drift.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BI10,BI,LONG-TERM MONITORING PROBLEMS,2673,Concept drift.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BI11,BI,LONG-TERM MONITORING PROBLEMS,2675,Lifelong learning.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BI12,BI,LONG-TERM MONITORING PROBLEMS,2677,Catastrophic forgetting.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BJ1,BJ,RESEARCH-PAPER QUALITY PROBLEMS,2683,Novelty claim must be literature-verified.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",paper/main.tex; docs/VERIFICATION_REPORT.md; docs/LIMITATIONS.md
BJ2,BJ,RESEARCH-PAPER QUALITY PROBLEMS,2685,All baselines must be strong.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",paper/main.tex; docs/VERIFICATION_REPORT.md; docs/LIMITATIONS.md
BJ3,BJ,RESEARCH-PAPER QUALITY PROBLEMS,2687,Metrics must be comprehensive.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",paper/main.tex; docs/VERIFICATION_REPORT.md; docs/LIMITATIONS.md
BJ4,BJ,RESEARCH-PAPER QUALITY PROBLEMS,2689,Results must include uncertainty.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",paper/main.tex; docs/VERIFICATION_REPORT.md; docs/LIMITATIONS.md
BJ5,BJ,RESEARCH-PAPER QUALITY PROBLEMS,2691,Results must include statistical significance.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",paper/main.tex; docs/VERIFICATION_REPORT.md; docs/LIMITATIONS.md
BJ6,BJ,RESEARCH-PAPER QUALITY PROBLEMS,2693,Failure cases must be reported.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",paper/main.tex; docs/VERIFICATION_REPORT.md; docs/LIMITATIONS.md
BJ7,BJ,RESEARCH-PAPER QUALITY PROBLEMS,2695,Negative results should be reported.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",paper/main.tex; docs/VERIFICATION_REPORT.md; docs/LIMITATIONS.md
BJ8,BJ,RESEARCH-PAPER QUALITY PROBLEMS,2697,Simulation and physical results must be separated.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",paper/main.tex; docs/VERIFICATION_REPORT.md; docs/LIMITATIONS.md
BJ9,BJ,RESEARCH-PAPER QUALITY PROBLEMS,2699,Simulation assumptions must be explicit.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",paper/main.tex; docs/VERIFICATION_REPORT.md; docs/LIMITATIONS.md
BJ10,BJ,RESEARCH-PAPER QUALITY PROBLEMS,2701,Real-world limitations must be explicit.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",paper/main.tex; docs/VERIFICATION_REPORT.md; docs/LIMITATIONS.md
BJ11,BJ,RESEARCH-PAPER QUALITY PROBLEMS,2703,Reproducibility materials should be released.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",paper/main.tex; docs/VERIFICATION_REPORT.md; docs/LIMITATIONS.md
BJ12,BJ,RESEARCH-PAPER QUALITY PROBLEMS,2705,Dataset processing should be documented.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",paper/main.tex; docs/VERIFICATION_REPORT.md; docs/LIMITATIONS.md
BJ13,BJ,RESEARCH-PAPER QUALITY PROBLEMS,2707,Hyperparameters should be documented.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",paper/main.tex; docs/VERIFICATION_REPORT.md; docs/LIMITATIONS.md
BJ14,BJ,RESEARCH-PAPER QUALITY PROBLEMS,2709,Hardware should be documented.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",paper/main.tex; docs/VERIFICATION_REPORT.md; docs/LIMITATIONS.md
BJ15,BJ,RESEARCH-PAPER QUALITY PROBLEMS,2711,Evaluation splits should be documented.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",paper/main.tex; docs/VERIFICATION_REPORT.md; docs/LIMITATIONS.md
BJ16,BJ,RESEARCH-PAPER QUALITY PROBLEMS,2713,Avoid inflated claims.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",paper/main.tex; docs/VERIFICATION_REPORT.md; docs/LIMITATIONS.md
BJ17,BJ,RESEARCH-PAPER QUALITY PROBLEMS,2715,"Clearly distinguish: implemented, experimentally validated, proposed, future work.",requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",paper/main.tex; docs/VERIFICATION_REPORT.md; docs/LIMITATIONS.md
BK1,BK,RESUME / INTERVIEW PROBLEMS,2725,"""Built a CNN"" is weak.",acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BK2,BK,RESUME / INTERVIEW PROBLEMS,2727,"""Built a GNN"" is insufficient.",acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BK3,BK,RESUME / INTERVIEW PROBLEMS,2729,"""Built a dashboard"" is insufficient.",acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BK4,BK,RESUME / INTERVIEW PROBLEMS,2731,"""Used Bayesian optimization"" is insufficient.",acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BK5,BK,RESUME / INTERVIEW PROBLEMS,2733,Need quantitative improvements.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BK6,BK,RESUME / INTERVIEW PROBLEMS,2735,Need measurable engineering constraints.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BK7,BK,RESUME / INTERVIEW PROBLEMS,2737,Need real hardware if possible.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BK8,BK,RESUME / INTERVIEW PROBLEMS,2739,Need reproducible benchmarks.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BK9,BK,RESUME / INTERVIEW PROBLEMS,2741,Need strong ablation.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BK10,BK,RESUME / INTERVIEW PROBLEMS,2743,Need system architecture knowledge.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BK11,BK,RESUME / INTERVIEW PROBLEMS,2745,Need deployment story.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BK12,BK,RESUME / INTERVIEW PROBLEMS,2747,Need failure-handling story.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BK13,BK,RESUME / INTERVIEW PROBLEMS,2749,Need explainable decision-making story.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BK14,BK,RESUME / INTERVIEW PROBLEMS,2751,Need real-world constraints.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BL1,BL,PATENT / IP PROBLEMS,2757,Existing prior art must be searched.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",docs/PATENT_LANDSCAPE_AND_COMMERCIALIZATION.md; docs/PATENT_TECHNICAL_DISCLOSURE_NOTES.md
BL2,BL,PATENT / IP PROBLEMS,2759,Bayesian experiment design has prior art.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",docs/PATENT_LANDSCAPE_AND_COMMERCIALIZATION.md; docs/PATENT_TECHNICAL_DISCLOSURE_NOTES.md
BL3,BL,PATENT / IP PROBLEMS,2761,Active sensor placement has prior art.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",docs/PATENT_LANDSCAPE_AND_COMMERCIALIZATION.md; docs/PATENT_TECHNICAL_DISCLOSURE_NOTES.md
BL4,BL,PATENT / IP PROBLEMS,2763,Digital-twin SHM has prior art.,requires_literature_or_legal_review,"Evidence is documented, but publication/patent conclusions require a current professional search or review.",docs/PATENT_LANDSCAPE_AND_COMMERCIALIZATION.md; docs/PATENT_TECHNICAL_DISCLOSURE_NOTES.md
